COUNTRY,flows,short,ISO Code
ITALY,"{'0': 18689.0, '1': 486187.0, '2': 22363.0, '4': 44.0, '5': 1917.0, '7': 22.0, '8': 72321.0, '9': 1847.0, '11': 19897.0, '12': 15672.0, '13': 930.0, '14': 88.0, '15': 72.0, '16': 135468.0, '17': 52.0, '18': 13321.0, '19': 45918.0, '20': 38.0, '21': 3254.0, '23': 30.0, '24': 15580.0, '26': 29487.0, '27': 54.0, '28': 133398.0, '29': 36.0, '30': 61805.0, '31': 13683.0, '32': 1216.0, '33': 1385.0, '34': 15613.0, '35': 25202.0, '36': 6366.0, '37': 88468, '39': 290.0, '40': 578.0, '42': 12721.0, '43': 233338.0, '44': 41466.0, '45': 24.0, '46': 3163.0, '48': 1658.0, '50': 22130.0, '51': 38532.0, '53': 440.0, '54': 9536.0, '55': 6874.0, '56': 3186.0, '57': 77.0, '58': 198.0, '59': 48083.0, '60': 83168.0, '61': 128857.0, '62': 16672.0, '63': 176.0, '64': 16375.0, '65': 1535.0, '66': 49.0, '67': 28171.0, '70': 39.0, '71': 2819.0, '72': 128283.0, '75': 529.0, '76': 23086.0, '77': 15813.0, '78': 211223.0, '79': 54680.0, '81': 17196.0, '83': 12.0, '86': 2330.0, '87': 13677.0, '88': 2721.0, '89': 72.0, '90': 871.0, '91': 3225.0, '92': 13413.0, '93': 204.0, '94': 167272.0, '95': 3734.0, '96': 18529.0, '97': 7928.0, '98': 3796.0, '100': 4107.0, '101': -3258831.0, '102': 397.0, '103': 8967.0, '104': 3058.0, '105': 4810.0, '106': 4275.0, '107': 3.0, '108': 632.0, '109': 1944.0, '110': 251.0, '111': 3688.0, '112': 7685.0, '113': 30.0, '114': 1725.0, '115': 34542.0, '116': 110.0, '117': 6317.0, '118': 4648.0, '119': 2700.0, '120': 194.0, '121': 677.0, '122': 35.0, '123': 21057.0, '124': 1984.0, '125': 0.0, '126': 849.0, '127': 8680.0, '129': 9884.0, '131': 194480.0, '132': 1589.0, '133': 314.0, '134': 2240.0, '136': 451960.0, '137': 922.0, '138': 437.0, '139': 89.0, '140': 2.0, '141': 2437.0, '142': 13214.0, '144': 934.0, '145': 1381.0, '146': 1465.0, '147': 103462.0, '149': 68840.0, '151': 1825.0, '152': 68.0, '153': 124800.0, '154': 5.0, '155': 1176.0, '156': 1102.0, '157': 38.0, '158': 2886.0, '159': 116408.0, '160': 151520.0, '161': 113874.0, '162': 6735.0, '164': 147.0, '166': 1048862.0, '167': 82890.0, '168': 862.0, '171': 4.0, '172': 23.0, '175': 14.0, '176': 63.0, '177': 1932.0, '178': 81.0, '179': 1237.0, '180': 113444.0, '181': 86911.0, '182': 940.0, '183': 2451.0, '184': 641.0, '186': 10611.0, '187': 4693.0, '188': 7.0, '189': 14473.0, '190': 5834.0, '191': 41.0, '192': 35124.0, '193': 95811.0, '194': 3039.0, '195': 40.0, '196': 6228.0, '197': 193568.0, '198': 8276.0, '199': 264.0, '200': 1845.0, '201': 11338.0, '202': 77.0, '203': 6547.0, '205': 21.0, '206': 172.0, '207': 108129.0, '208': 20513.0, '209': 283.0, '211': 1.0, '212': 1137.0, '213': 248460.0, '214': 665.0, '215': 66500.0, '216': 54011.0, '218': 7383.0, '219': 2726.0, '220': 21.0, '221': 166.0, '222': 59432.0, '223': 6077.0, '225': 395.0, '226': 895.0, '227': 922.0}",ITALY,IT
JAMAICA,"{'7': 154.0, '14': 674.0, '17': 541.0, '20': 7.0, '35': 1338.0, '37': 6539, '48': 100.0, '51': 1825.0, '58': 138.0, '62': 133.0, '83': 207.0, '86': 307.0, '91': 162.0, '94': 1148.0, '102': -1118931.0, '145': 124.0, '156': 74.0, '171': 97.0, '172': 334.0, '175': 226.0, '206': 2343.0, '215': 4832.0, '216': 6349.0}",JAMAICA,JM
JAPAN,"{'8': 3629.0, '11': 11572.0, '12': 680.0, '16': 15702.0, '19': 850.0, '28': 204814.0, '33': 4199.0, '35': 10869.0, '37': 0, '43': 775893.0, '56': 712.0, '61': 1959.0, '71': 841.0, '72': 13550.0, '78': 7477.0, '79': 2375.0, '94': 35936.0, '95': 57169.0, '96': 5411.0, '98': 1415.0, '101': 4494.0, '103': -808825.0, '121': 10519.0, '129': 2735.0, '142': 1298.0, '144': 3552.0, '147': 3069.0, '151': 566.0, '153': 16434.0, '159': 49068.0, '160': 275252.0, '161': 1649.0, '162': 579.0, '167': 9118.0, '184': 3033.0, '192': 3417.0, '193': 25781.0, '196': 1782.0, '197': 1315.0, '201': 53087.0, '215': 18205.0, '216': 58340.0, '223': 335668.0}",JAPAN,JP
JORDAN,"{'0': 61.0, '2': 345.0, '9': 25.0, '11': 251.0, '12': 116.0, '15': 427.0, '16': 11693.0, '19': 71.0, '26': 59.0, '28': 105.0, '29': 24.0, '30': 49.0, '35': 326.0, '37': 0, '40': 25.0, '43': 20896.0, '44': 24.0, '50': 25.0, '53': 131.0, '54': 23.0, '56': 49.0, '61': 101340.0, '64': 73.0, '67': 75.0, '72': 396.0, '78': 719.0, '79': 26.0, '81': 60.0, '92': 589.0, '94': 5945.0, '95': 19024.0, '96': 93.0, '97': 206047.0, '98': 51.0, '100': 1578.0, '101': 309.0, '103': 103.0, '104': -814909.0, '105': 19.0, '108': 755.0, '112': 1849.0, '115': 19564.0, '121': 282.0, '126': 69.0, '131': 35.0, '136': 601.0, '138': 23.0, '141': 182.0, '142': 199.0, '144': 62.0, '147': 25.0, '149': 87.0, '151': 43.0, '152': 639.0, '153': 3273.0, '155': 2272411.0, '160': 3866.0, '161': 80.0, '164': 224.0, '166': 270.0, '167': 599.0, '179': 5064.0, '181': 57.0, '186': 22.0, '189': 764.0, '190': 57.0, '191': 277.0, '192': 306.0, '193': 12559.0, '194': 6010.0, '196': 89.0, '197': 199.0, '198': 698701.0, '201': 103.0, '207': 259.0, '208': 1031.0, '213': 397.0, '214': 211.0, '215': 813.0, '216': 2633.0, '222': 30.0, '225': 29708.0}",JORDAN,JO
KAZAKHSTAN,"{'9': 9622.0, '13': 50912.0, '18': 72761.0, '37': 0, '43': 2274.0, '65': 1170.0, '77': 3445.0, '105': -4203899.0, '109': 7085.0, '111': 1170.0, '117': 4615.0, '131': 12678.0, '167': 2476018.0, '199': 16644.0, '208': 49353.0, '209': 1104.0, '213': 355751.0, '219': 296511.0}",KAZAKHSTAN,KZ
KENYA,"{'32': 15098.0, '37': 0, '55': 43577.0, '64': 1851.0, '67': 32115.0, '106': -535348.0, '137': 523.0, '139': 58.0, '168': 5510.0, '189': 425284.0, '190': 96.0, '191': 121553.0, '194': 9926.0, '200': 34767.0, '212': 290597.0}",KENYA,KE
KIRIBATI,"{'11': 86.0, '37': 0, '70': 531.0, '107': -5103.0, '140': 1586.0, '144': 56.0, '211': 311.0, '215': 7.0, '216': 42.0}",KIRIBATI,KI
KUWAIT,"{'0': 2896.0, '15': 1407.0, '16': 380046.0, '37': 0, '40': 1414.0, '61': 421025.0, '64': 5127.0, '67': 3899.0, '72': 5218.0, '94': 1152175.0, '95': 107953.0, '104': 54688.0, '108': -212271.0, '112': 12512.0, '136': 3032.0, '141': 24607.0, '142': 1062.0, '147': 4817.0, '153': 339033.0, '155': 15465.0, '160': 196910.0, '164': 674.0, '179': 2252.0, '189': 3436.0, '191': 1871.0, '193': 39667.0, '194': 49399.0, '198': 23156.0, '201': 4073.0, '207': 1935.0, '208': 13342.0, '214': 26760.0, '215': 10191.0, '216': 5167.0, '225': 70672.0}",KUWAIT,KW
KYRGYZSTAN,"{'9': 2315.0, '13': 4554.0, '18': 9684.0, '37': 0, '43': 262.0, '65': 557.0, '71': 111.0, '77': 3183.0, '78': 1771.0, '105': 12599.0, '109': -774377.0, '111': 877.0, '117': 2578.0, '131': 2588.0, '161': 3126.0, '166': 468.0, '167': 108854.0, '199': 2146.0, '208': 1021.0, '209': 973.0, '213': 26066.0, '219': 8940.0, '223': 102.0}",KYRGYZSTAN,KG
LAOS,"{'11': 218.0, '33': 3667.0, '37': 0, '43': 14338.0, '110': -1296051.0, '138': 3032.0, '201': 3522.0, '223': 20270.0}",LAOS,LA
LATVIA,"{'0': 46.0, '1': 12.0, '2': 18.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 22.0, '9': 708.0, '10': 0.0, '11': 111.0, '12': 101.0, '13': 1953.0, '15': 0.0, '16': 15.0, '17': 2.0, '18': 42251.0, '19': 123.0, '21': 1.0, '24': 1.0, '26': 9.0, '27': 0.0, '28': 46.0, '30': 112.0, '32': 0.0, '34': 4.0, '35': 177.0, '36': 0.0, '37': 50, '39': 0.0, '42': 7.0, '43': 369.0, '44': 13.0, '46': 0.0, '48': 0.0, '50': 8.0, '51': 46.0, '53': 59.0, '54': 159.0, '55': 4.0, '56': 238.0, '59': 0.0, '60': 3.0, '61': 80.0, '64': 5.0, '65': 2847.0, '68': 1.0, '71': 151.0, '72': 279.0, '75': 0.0, '76': 1.0, '77': 1285.0, '78': 2163.0, '79': 7.0, '81': 51.0, '82': 0.0, '86': 1.0, '92': 183.0, '93': 53.0, '94': 1290.0, '95': 3.0, '96': 46.0, '97': 52.0, '98': 936.0, '100': 108.0, '101': 328.0, '102': 2.0, '103': 27.0, '104': 4.0, '105': 5651.0, '106': 4.0, '108': 5.0, '109': 757.0, '111': -380010.0, '112': 39.0, '115': 4.0, '116': 0.0, '117': 14209.0, '118': 10.0, '119': 0.0, '120': 0.0, '121': 8.0, '123': 0.0, '124': 23.0, '126': 0.0, '127': 4.0, '129': 26.0, '131': 1707.0, '132': 0.0, '133': 103.0, '134': 1.0, '136': 24.0, '137': 0.0, '139': 0.0, '141': 45.0, '142': 161.0, '144': 13.0, '145': 0.0, '147': 22.0, '149': 17.0, '151': 443.0, '153': 228.0, '154': 0.0, '155': 3.0, '158': 0.0, '159': 9.0, '160': 99.0, '161': 767.0, '162': 42.0, '164': 5.0, '166': 71.0, '167': 116771.0, '168': 1.0, '179': 13.0, '181': 22.0, '183': 0.0, '184': 1.0, '186': 36.0, '187': 12.0, '189': 3.0, '190': 23.0, '191': 0.0, '192': 220.0, '193': 173.0, '194': 5.0, '196': 272.0, '197': 97.0, '198': 63.0, '199': 565.0, '200': 2.0, '201': 29.0, '203': 0.0, '206': 0.0, '207': 4.0, '208': 229.0, '209': 552.0, '212': 1.0, '213': 32262.0, '214': 33.0, '215': 3712.0, '216': 543.0, '218': 3.0, '219': 2569.0, '222': 34.0, '223': 83.0, '225': 0.0, '226': 0.0, '227': 2.0}",LATVIA,LV
LEBANON,"{'15': 93.0, '16': 2582.0, '37': 0, '43': 2058.0, '61': 70643.0, '72': 87.0, '78': 159.0, '92': 129.0, '94': 1311.0, '95': 2312.0, '97': 102319.0, '100': 348.0, '104': 408.0, '108': 166.0, '112': -856814.0, '115': 214.0, '136': 132.0, '152': 140.0, '153': 721.0, '155': 476033.0, '160': 853.0, '167': 132.0, '179': 1116.0, '191': 61.0, '193': 2771.0, '194': 2201.0, '198': 1042785.0, '208': 226.0, '213': 87.0, '215': 179.0, '216': 579.0, '225': 528.0}",LEBANON,LB
LESOTHO,"{'27': 198.0, '37': 0, '43': 221.0, '66': 67.0, '79': 163.0, '94': 419.0, '113': -202164.0, '120': 67.0, '137': 42.0, '139': 6.0, '153': 419.0, '190': 4782.0, '200': 155.0, '212': 251.0, '216': 163.0, '226': 127.0, '227': 127.0}",LESOTHO,LS
LIBERIA,"{'21': 20.0, '31': 195.0, '35': 42.0, '37': 0, '72': 51.0, '76': 630.0, '78': 162.0, '79': 7524.0, '87': 26978.0, '88': 401.0, '94': 631.0, '101': 43.0, '112': 771.0, '114': -233564.0, '123': 1122.0, '142': 52.0, '146': 199.0, '147': 4366.0, '180': 302.0, '183': 16853.0, '192': 49.0, '196': 199.0, '197': 25.0, '203': 321.0, '215': 202.0, '216': 399.0}",LIBERIA,LR
LIBYA,"{'0': 340.0, '1': 320.0, '2': 3830.0, '9': 270.0, '11': 797.0, '12': 801.0, '15': 1032.0, '16': 1334.0, '18': 811.0, '19': 720.0, '26': 351.0, '28': 270.0, '35': 3041.0, '37': 0, '40': 918.0, '43': 3280.0, '45': 4584.0, '46': 429.0, '55': 463.0, '56': 821.0, '57': 1519.0, '61': 22420.0, '62': 754.0, '64': 5501.0, '67': 1952.0, '71': 885.0, '72': 5364.0, '78': 7503.0, '79': 655.0, '81': 2792.0, '88': 329.0, '92': 360.0, '94': 5167.0, '95': 13944.0, '96': 439.0, '97': 73093.0, '101': 7141.0, '103': 1072.0, '104': 21783.0, '105': 855.0, '106': 357.0, '108': 11527.0, '112': 11812.0, '115': -185518.0, '121': 8454.0, '123': 360.0, '126': 380.0, '132': 293.0, '136': 5229.0, '142': 1890.0, '146': 380.0, '147': 3041.0, '151': 357.0, '152': 1806.0, '153': 2625.0, '155': 305476.0, '160': 4707.0, '161': 723.0, '164': 1508.0, '166': 636.0, '167': 7734.0, '179': 37866.0, '180': 1195.0, '183': 251.0, '184': 714.0, '189': 111588.0, '190': 690.0, '191': 1896.0, '192': 774.0, '193': 391.0, '194': 15400.0, '196': 797.0, '197': 993.0, '198': 44450.0, '199': 723.0, '200': 281.0, '201': 3041.0, '207': 3292.0, '208': 2704.0, '209': 251.0, '213': 933.0, '214': 2961.0, '215': 7719.0, '216': 10550.0, '219': 2122.0, '225': 6323.0}",LIBYA,LY
LIECHTENSTEIN,"{'0': 6.0, '1': 2.0, '2': 6.0, '4': 0.0, '5': 7.0, '8': 24.0, '9': 9.0, '11': 9.0, '12': 3983.0, '13': 0.0, '14': 2.0, '16': 6.0, '18': 3.0, '19': 43.0, '24': 0.0, '26': 299.0, '28': 201.0, '30': 20.0, '31': 1.0, '33': 2.0, '34': 3.0, '35': 16.0, '37': 106, '42': 6.0, '43': 113.0, '44': 43.0, '48': 4.0, '50': 115.0, '51': 10.0, '54': 63.0, '55': 4.0, '56': 15.0, '59': 92.0, '60': 12.0, '61': 19.0, '62': 1.0, '64': 16.0, '65': 1.0, '67': 9.0, '71': 8.0, '72': 129.0, '76': 0.0, '77': 2.0, '78': 1911.0, '81': 47.0, '86': 0.0, '87': 0.0, '90': 0.0, '91': 0.0, '92': 80.0, '93': 0.0, '94': 27.0, '95': 9.0, '96': 13.0, '97': 10.0, '98': 18.0, '100': 3.0, '101': 861.0, '102': 1.0, '103': 18.0, '104': 5.0, '105': 9.0, '106': 8.0, '108': 0.0, '109': 3.0, '110': 40.0, '111': 7.0, '115': 0.0, '116': -3706.0, '117': 3.0, '118': 2.0, '119': 1.0, '121': 0.0, '122': 1.0, '124': 3.0, '127': 1.0, '129': 32.0, '131': 7.0, '132': 0.0, '134': 5.0, '136': 15.0, '137': 2.0, '141': 1.0, '142': 80.0, '144': 6.0, '145': 3.0, '147': 6.0, '149': 95.0, '151': 7.0, '153': 7.0, '156': 6.0, '158': 2.0, '159': 14.0, '160': 58.0, '161': 76.0, '162': 424.0, '166': 37.0, '167': 69.0, '172': 0.0, '180': 2.0, '181': 428.0, '182': 0.0, '184': 8.0, '186': 55.0, '187': 107.0, '189': 24.0, '190': 30.0, '192': 267.0, '193': 8.0, '196': 25.0, '197': 14437.0, '198': 32.0, '200': 2.0, '201': 86.0, '206': 1.0, '207': 22.0, '208': 581.0, '212': 0.0, '213': 61.0, '214': 2.0, '215': 65.0, '216': 147.0, '218': 0.0, '219': 3.0, '222': 20.0, '223': 13.0, '226': 0.0, '227': 4.0}",LIECHTENSTEIN,LI
LITHUANIA,"{'0': 41.0, '1': 28.0, '2': 11.0, '5': 2.0, '8': 65.0, '9': 427.0, '10': 1.0, '11': 57.0, '12': 80.0, '13': 690.0, '14': 0.0, '15': 5.0, '16': 44.0, '18': 33813.0, '19': 272.0, '20': 0.0, '21': 0.0, '24': 1.0, '26': 2.0, '28': 77.0, '30': 140.0, '33': 4.0, '34': 30.0, '35': 38.0, '37': 15, '42': 4.0, '43': 191.0, '44': 19.0, '46': 6.0, '50': 35.0, '51': 14.0, '53': 51.0, '54': 120.0, '55': 3.0, '56': 605.0, '58': 0.0, '60': 5.0, '61': 86.0, '64': 30.0, '65': 822.0, '67': 2.0, '71': 164.0, '72': 519.0, '76': 0.0, '77': 488.0, '78': 2090.0, '79': 8.0, '81': 103.0, '87': 1.0, '89': 1.0, '91': 1.0, '92': 140.0, '93': 57.0, '94': 567.0, '95': 10.0, '96': 60.0, '97': 55.0, '98': 1790.0, '100': 146.0, '101': 643.0, '102': 0.0, '103': 23.0, '104': 8.0, '105': 4248.0, '106': 8.0, '108': 5.0, '109': 347.0, '110': 3.0, '111': 5722.0, '112': 14.0, '114': 5.0, '115': 5.0, '117': -658057.0, '118': 24.0, '119': 6.0, '120': 0.0, '121': 11.0, '122': 1.0, '123': 1.0, '124': 19.0, '126': 0.0, '127': 2.0, '129': 33.0, '131': 936.0, '132': 0.0, '133': 53.0, '136': 14.0, '137': 1.0, '139': 1.0, '141': 15.0, '142': 310.0, '144': 11.0, '145': 1.0, '147': 5.0, '149': 7.0, '151': 2763.0, '152': 5.0, '153': 7.0, '155': 8.0, '158': 0.0, '159': 11.0, '160': 58.0, '161': 1900.0, '162': 128.0, '164': 8.0, '166': 360.0, '167': 51718.0, '168': 1.0, '176': 0.0, '179': 14.0, '181': 13.0, '184': 5.0, '186': 71.0, '187': 10.0, '189': 1.0, '190': 25.0, '192': 833.0, '193': 61.0, '194': 2.0, '195': 0.0, '196': 555.0, '197': 100.0, '198': 431.0, '199': 361.0, '200': 1.0, '201': 20.0, '203': 0.0, '207': 8.0, '208': 233.0, '209': 207.0, '212': 0.0, '213': 20566.0, '214': 61.0, '215': 6620.0, '216': 588.0, '218': 17.0, '219': 809.0, '222': 24.0, '223': 40.0, '226': 0.0, '227': 5.0}",LITHUANIA,LT
LUXEMBOURG,"{'0': 433.0, '1': 1058.0, '2': 1113.0, '4': 38.0, '5': 1061.0, '7': 2.0, '8': 407.0, '9': 120.0, '10': 1.0, '11': 287.0, '12': 1026.0, '13': 192.0, '14': 8.0, '15': 9.0, '16': 142.0, '17': 6.0, '18': 324.0, '19': 21583.0, '21': 131.0, '22': 8.0, '23': 1.0, '24': 70.0, '26': 2732.0, '27': 1.0, '28': 3722.0, '30': 1710.0, '31': 69.0, '32': 98.0, '33': 69.0, '34': 1234.0, '35': 785.0, '36': 7108.0, '37': 845, '39': 35.0, '40': 12.0, '42': 217.0, '43': 4295.0, '44': 515.0, '45': 16.0, '46': 299.0, '48': 29.0, '50': 874.0, '51': 180.0, '53': 144.0, '54': 1061.0, '55': 923.0, '56': 1598.0, '57': 10.0, '58': 2.0, '59': 514.0, '60': 202.0, '61': 347.0, '62': 47.0, '63': 8.0, '64': 701.0, '65': 597.0, '66': 1.0, '67': 244.0, '70': 4.0, '71': 1154.0, '72': 42979.0, '74': 4.0, '75': 81.0, '76': 76.0, '77': 97.0, '78': 17080.0, '79': 67.0, '80': 1.0, '81': 3163.0, '83': 2.0, '86': 120.0, '87': 419.0, '88': 1516.0, '89': 11.0, '90': 77.0, '91': 24.0, '92': 1818.0, '93': 413.0, '94': 2791.0, '95': 121.0, '96': 1074.0, '97': 1028.0, '98': 1429.0, '100': 236.0, '101': 18878.0, '102': 30.0, '103': 588.0, '104': 47.0, '105': 207.0, '106': 111.0, '108': 47.0, '109': 47.0, '110': 51.0, '111': 657.0, '112': 341.0, '114': 39.0, '115': 80.0, '116': 8.0, '117': 888.0, '118': -81757.0, '119': 195.0, '120': 11.0, '121': 111.0, '123': 79.0, '124': 244.0, '126': 11.0, '127': 434.0, '129': 424.0, '131': 588.0, '132': 50.0, '133': 42.0, '134': 2715.0, '136': 2499.0, '137': 339.0, '138': 9.0, '139': 14.0, '141': 362.0, '142': 3986.0, '144': 97.0, '145': 17.0, '146': 35.0, '147': 327.0, '149': 605.0, '151': 262.0, '152': 5.0, '153': 279.0, '155': 31.0, '156': 24.0, '157': 4.0, '158': 33.0, '159': 528.0, '160': 891.0, '161': 5051.0, '162': 75221.0, '164': 9.0, '166': 5225.0, '167': 2780.0, '168': 188.0, '175': 1.0, '177': 3.0, '178': 166.0, '179': 59.0, '180': 703.0, '181': 3682.0, '182': 9.0, '183': 20.0, '184': 149.0, '186': 869.0, '187': 599.0, '189': 77.0, '190': 659.0, '192': 5651.0, '193': 85.0, '194': 102.0, '195': 21.0, '196': 1460.0, '197': 1375.0, '198': 1839.0, '199': 22.0, '200': 24.0, '201': 644.0, '203': 460.0, '206': 22.0, '207': 1212.0, '208': 1435.0, '209': 19.0, '212': 35.0, '213': 1471.0, '214': 77.0, '215': 5633.0, '216': 2972.0, '218': 91.0, '219': 119.0, '222': 548.0, '223': 570.0, '225': 19.0, '226': 21.0, '227': 71.0}",LUXEMBOURG,LU
MADAGASCAR,"{'37': 0, '43': 2193.0, '45': 12153.0, '72': 9922.0, '94': 1751.0, '119': -193526.0}",MADAGASCAR,MG
MALAWI,"{'32': 10079.0, '37': 0, '46': 1033.0, '55': 27773.0, '94': 1770.0, '120': -311052.0, '137': 40131.0, '168': 6280.0, '189': 102.0, '190': 6054.0, '200': 7041.0, '215': 1081.0, '226': 31375.0, '227': 27221.0}",MALAWI,MW
MALAYSIA,"{'0': 2478.0, '11': 6157.0, '16': 415717.0, '29': 7054.0, '33': 16384.0, '37': 0, '43': 12024.0, '94': 148096.0, '95': 1241634.0, '97': 1318.0, '103': 19078.0, '121': -1860037.0, '138': 350605.0, '141': 585864.0, '144': 2482.0, '153': 85013.0, '160': 117990.0, '184': 92227.0, '189': 3294.0, '193': 7693.0, '201': 15790.0, '215': 11425.0, '223': 101220.0}",MALAYSIA,MY
MALDIVES,"{'11': 84.0, '12': 23.0, '16': 40390.0, '35': 101.0, '37': 0, '61': 38.0, '72': 124.0, '78': 271.0, '94': 14596.0, '101': 177.0, '103': 118.0, '112': 9.0, '121': 108.0, '122': -3715.0, '144': 17.0, '153': 329.0, '160': 991.0, '184': 82.0, '193': 7383.0, '196': 37.0, '197': 128.0, '201': 325.0, '215': 110.0, '216': 46.0}",MALDIVES,MV
MALI,"{'0': 553.0, '1': 1482.0, '2': 553.0, '3': 462.0, '4': 1204.0, '5': 1807.0, '21': 1869.0, '31': 62291.0, '34': 2084.0, '37': 3423, '39': 1299.0, '40': 694.0, '42': 1792.0, '43': 4035.0, '46': 12288.0, '50': 1142.0, '55': 2611.0, '61': 848.0, '63': 941.0, '72': 6291.0, '74': 398.0, '75': 13867.0, '76': 1451.0, '79': 5857.0, '83': 431.0, '84': 1096.0, '87': 41960.0, '88': 414.0, '100': 1559.0, '103': 738.0, '105': 2146.0, '114': 1312.0, '115': 1266.0, '123': -1303511.0, '126': 24197.0, '136': 910.0, '146': 13340.0, '147': 4265.0, '167': 445.0, '168': 553.0, '179': 1698.0, '180': 24257.0, '183': 2471.0, '184': 955.0, '190': 646.0, '194': 709.0, '200': 1033.0, '201': 523.0, '203': 4498.0, '210': 771.0, '214': 3555.0, '216': 1666.0, '217': 540.0, '218': 585.0, '226': 678.0}",MALI,ML
MALTA,"{'1': 229.0, '2': 155.0, '8': 28.0, '9': 81.0, '11': 13091.0, '12': 331.0, '16': 22.0, '18': 18.0, '19': 500.0, '26': 494.0, '28': 287.0, '30': 2729.0, '35': 5317.0, '37': 35, '43': 1076.0, '50': 217.0, '53': 131.0, '54': 242.0, '56': 393.0, '61': 1410.0, '64': 2023.0, '67': 1034.0, '71': 234.0, '72': 1296.0, '77': 116.0, '78': 2969.0, '79': 201.0, '81': 229.0, '92': 431.0, '94': 791.0, '95': 63.0, '96': 87.0, '97': 246.0, '98': 819.0, '100': 31.0, '101': 4720.0, '103': 134.0, '104': 115.0, '106': 96.0, '108': 170.0, '111': 229.0, '112': 191.0, '115': 3801.0, '117': 131.0, '121': 115.0, '124': -102793.0, '131': 99.0, '136': 671.0, '142': 1282.0, '144': 127.0, '146': 110.0, '147': 1025.0, '149': 87.0, '151': 196.0, '153': 549.0, '155': 120.0, '159': 81.0, '160': 1445.0, '161': 749.0, '162': 170.0, '166': 2046.0, '167': 2865.0, '179': 77.0, '181': 1663.0, '184': 89.0, '186': 305.0, '187': 61.0, '189': 4101.0, '190': 523.0, '192': 453.0, '193': 49.0, '194': 404.0, '196': 1403.0, '197': 309.0, '198': 3242.0, '201': 320.0, '206': 35.0, '207': 969.0, '208': 692.0, '213': 868.0, '214': 75.0, '215': 31494.0, '216': 3632.0, '219': 56.0, '227': 106.0}",MALTA,MT
MARSHALL ISLANDS,"{'37': 0, '43': 318.0, '70': 117.0, '107': 275.0, '125': -10886.0, '160': 541.0, '216': 1441.0}",MARSHALL ISLANDS,MH
MAURITANIA,"{'2': 1788.0, '8': 71.0, '19': 64.0, '21': 602.0, '28': 173.0, '34': 428.0, '35': 53.0, '37': 0, '40': 54.0, '43': 172.0, '55': 97.0, '61': 245.0, '75': 90.0, '79': 223.0, '87': 3396.0, '88': 1316.0, '97': 122.0, '101': 58.0, '108': 33.0, '112': 128.0, '115': 150.0, '123': 114379.0, '126': -130226.0, '136': 373.0, '146': 162.0, '155': 175.0, '167': 64.0, '179': 332.0, '180': 19294.0, '192': 90.0, '198': 606.0, '203': 156.0, '207': 270.0, '214': 73.0, '216': 116.0}",MAURITANIA,MR
MAURITIUS,"{'16': 8415.0, '19': 118.0, '35': 35.0, '37': 0, '43': 2981.0, '72': 1519.0, '78': 136.0, '94': 8778.0, '98': 49.0, '101': 146.0, '103': 8.0, '119': 2301.0, '121': 60.0, '127': -182973.0, '153': 187.0, '167': 48.0, '182': 124.0, '190': 627.0, '192': 26.0, '193': 1137.0, '197': 104.0, '215': 458.0, '216': 48.0}",MAURITIUS,MU
MAYOTTE,"{'37': 0, '45': 86652.0, '72': 14560.0, '119': 8017.0, '128': -6767.0}",MAYOTTE,YT
MEXICO,"{'2': 110.0, '5': 57.0, '8': 16688.0, '9': 108.0, '11': 496.0, '12': 573.0, '16': 54.0, '19': 969.0, '20': 2127.0, '24': 1753.0, '28': 6964.0, '30': 282.0, '34': 44.0, '35': 10394.0, '37': 23839, '42': 6714.0, '43': 9706.0, '44': 20253.0, '48': 3430.0, '50': 58.0, '51': 13546.0, '54': 376.0, '55': 88.0, '56': 288.0, '59': 3107.0, '60': 3497.0, '61': 221.0, '62': 16807.0, '71': 167.0, '72': 10569.0, '78': 7272.0, '81': 286.0, '86': 46318.0, '90': 5787.0, '91': 38764.0, '92': 422.0, '94': 2154.0, '95': 175.0, '96': 312.0, '97': 52.0, '98': 308.0, '100': 2118.0, '101': 6368.0, '102': 143.0, '103': 4116.0, '104': 46.0, '106': 73.0, '111': 38.0, '112': 576.0, '117': 65.0, '121': 60.0, '129': -11185737.0, '136': 265.0, '142': 1435.0, '144': 117.0, '145': 4303.0, '147': 157.0, '151': 201.0, '153': 163.0, '155': 30.0, '156': 1767.0, '158': 579.0, '159': 5187.0, '160': 572.0, '161': 747.0, '162': 624.0, '163': 1227.0, '166': 455.0, '167': 1824.0, '179': 119.0, '180': 36.0, '181': 65.0, '184': 52.0, '186': 117.0, '187': 57.0, '190': 220.0, '192': 24731.0, '196': 709.0, '197': 1675.0, '198': 218.0, '201': 132.0, '206': 29.0, '208': 308.0, '213': 376.0, '215': 3877.0, '216': 799248.0, '218': 3469.0, '222': 70377.0, '223': 91.0}",MEXICO,MX
